"pokedex_number","name","generation","is_legendary","is_mythical","species","type_1","type_2","height_m","weight_kg","hp","attack","defense","sp_attack","sp_defense","speed"
"449","Hippopotas","4","0","0","Hippo Pokémon","Ground","","0.8","49.5","68","72","78","38","42","32"
"450","Hippowdon","4","0","0","Heavyweight Pokémon","Ground","","2","300","108","112","118","68","72","47"
"451","Skorupi","4","0","0","Scorpion Pokémon","Poison","Bug","0.8","12","40","50","90","30","55","65"
"452","Drapion","4","0","0","Ogre Scorp Pokémon","Poison","Dark","1.3","61.5","70","90","110","60","75","95"
"453","Croagunk","4","0","0","Toxic Mouth Pokémon","Poison","Fighting","0.7","23","48","61","40","61","40","50"
"454","Toxicroak","4","0","0","Toxic Mouth Pokémon","Poison","Fighting","1.3","44.4","83","106","65","86","65","85"
"455","Carnivine","4","0","0","Bug Catcher Pokémon","Grass","","1.4","27","74","100","72","90","72","46"
"456","Finneon","4","0","0","Wing Fish Pokémon","Water","","0.4","7","49","49","56","49","61","66"
"457","Lumineon","4","0","0","Neon Pokémon","Water","","1.2","24","69","69","76","69","86","91"
"458","Mantyke","4","0","0","Kite Pokémon","Water","Flying","1","65","45","20","50","60","120","50"
"459","Snover","4","0","0","Frost Tree Pokémon","Grass","Ice","1","50.5","60","62","50","62","60","40"
"460","Abomasnow","4","0","0","Frost Tree Pokémon","Grass","Ice","2.2","135.5","90","92","75","92","85","60"
"460","Mega Abomasnow","4","0","0","Frost Tree Pokémon","Grass","Ice","2.7","185","90","132","105","132","105","30"
"461","Weavile","4","0","0","Sharp Claw Pokémon","Dark","Ice","1.1","34","70","120","65","45","85","125"
"462","Magnezone","4","0","0","Magnet Area Pokémon","Electric","Steel","1.2","180","70","70","115","130","90","60"
"463","Lickilicky","4","0","0","Licking Pokémon","Normal","","1.7","140","110","85","95","80","95","50"
"464","Rhyperior","4","0","0","Drill Pokémon","Ground","Rock","2.4","282.8","115","140","130","55","55","40"
"465","Tangrowth","4","0","0","Vine Pokémon","Grass","","2","128.6","100","100","125","110","50","50"
"466","Electivire","4","0","0","Thunderbolt Pokémon","Electric","","1.8","138.6","75","123","67","95","85","95"
"467","Magmortar","4","0","0","Blast Pokémon","Fire","","1.6","68","75","95","67","125","95","83"
"468","Togekiss","4","0","0","Jubilee Pokémon","Fairy","Flying","1.5","38","85","50","95","120","115","80"
"469","Yanmega","4","0","0","Ogre Darner Pokémon","Bug","Flying","1.9","51.5","86","76","86","116","56","95"
"470","Leafeon","4","0","0","Verdant Pokémon","Grass","","1","25.5","65","110","130","60","65","95"
"471","Glaceon","4","0","0","Fresh Snow Pokémon","Ice","","0.8","25.9","65","60","110","130","95","65"
"472","Gliscor","4","0","0","Fang Scorp Pokémon","Ground","Flying","2","42.5","75","95","125","45","75","95"
"473","Mamoswine","4","0","0","Twin Tusk Pokémon","Ice","Ground","2.5","291","110","130","80","70","60","80"
"474","Porygon-Z","4","0","0","Virtual Pokémon","Normal","","0.9","34","85","80","70","135","75","90"
"475","Gallade","4","0","0","Blade Pokémon","Psychic","Fighting","1.6","52","68","125","65","65","115","80"
"475","Mega Gallade","4","0","0","Blade Pokémon","Psychic","Fighting","1.6","56.4","68","165","95","65","115","110"
"476","Probopass","4","0","0","Compass Pokémon","Rock","Steel","1.4","340","60","55","145","75","150","40"
"477","Dusknoir","4","0","0","Gripper Pokémon","Ghost","","2.2","106.6","45","100","135","65","135","45"
"478","Froslass","4","0","0","Snow Land Pokémon","Ice","Ghost","1.3","26.6","70","80","70","80","70","110"
"479","Rotom","4","0","0","Plasma Pokémon","Electric","Ghost","0.3","0.3","50","50","77","95","77","91"
"479","Heat Rotom","4","0","0","Plasma Pokémon","Electric","Fire","0.3","0.3","50","65","107","105","107","86"
"479","Wash Rotom","4","0","0","Plasma Pokémon","Electric","Water","0.3","0.3","50","65","107","105","107","86"
"479","Frost Rotom","4","0","0","Plasma Pokémon","Electric","Ice","0.3","0.3","50","65","107","105","107","86"
"479","Fan Rotom","4","0","0","Plasma Pokémon","Electric","Flying","0.3","0.3","50","65","107","105","107","86"
"479","Mow Rotom","4","0","0","Plasma Pokémon","Electric","Grass","0.3","0.3","50","65","107","105","107","86"
"480","Uxie","4","0","0","Knowledge Pokémon","Psychic","","0.3","0.3","75","75","130","75","130","95"
"481","Mesprit","4","0","0","Emotion Pokémon","Psychic","","0.3","0.3","80","105","105","105","105","80"
"482","Azelf","4","0","0","Willpower Pokémon","Psychic","","0.3","0.3","75","125","70","125","70","115"
"483","Dialga","4","1","0","Temporal Pokémon","Steel","Dragon","5.4","683","100","120","120","150","100","90"
"484","Palkia","4","1","0","Spatial Pokémon","Water","Dragon","4.2","336","90","120","100","150","120","100"
"485","Heatran","4","0","0","Lava Dome Pokémon","Fire","Steel","1.7","430","91","90","106","130","106","77"
"486","Regigigas","4","0","0","Colossal Pokémon","Normal","","3.7","420","110","160","110","80","110","100"
"487","Giratina Altered Forme","4","1","0","Renegade Pokémon","Ghost","Dragon","4.5","750","150","100","120","100","120","90"
"487","Giratina Origin Forme","4","1","0","Renegade Pokémon","Ghost","Dragon","6.9","650","150","120","100","120","100","90"
"488","Cresselia","4","0","0","Lunar Pokémon","Psychic","","1.5","85.6","120","70","120","75","130","85"
"489","Phione","4","0","1","Sea Drifter Pokémon","Water","","0.4","3.1","80","80","80","80","80","80"
"490","Manaphy","4","0","1","Seafaring Pokémon","Water","","0.3","1.4","100","100","100","100","100","100"
"491","Darkrai","4","0","1","Pitch-Black Pokémon","Dark","","1.5","50.5","70","90","90","135","90","125"
"492","Shaymin Land Forme","4","0","1","Gratitude Pokémon","Grass","","0.2","2.1","100","100","100","100","100","100"
"492","Shaymin Sky Forme","4","0","1","Gratitude Pokémon","Grass","Flying","0.4","5.2","100","103","75","120","75","127"
"493","Arceus","4","0","1","Alpha Pokémon","Normal","","3.2","320","120","120","120","120","120","120"
"494","Victini","5","0","1","Victory Pokémon","Psychic","Fire","0.4","4","100","100","100","100","100","100"
"495","Snivy","5","0","0","Grass Snake Pokémon","Grass","","0.6","8.1","45","45","55","45","55","63"
"496","Servine","5","0","0","Grass Snake Pokémon","Grass","","0.8","16","60","60","75","60","75","83"
"497","Serperior","5","0","0","Regal Pokémon","Grass","","3.3","63","75","75","95","75","95","113"
"498","Tepig","5","0","0","Fire Pig Pokémon","Fire","","0.5","9.9","65","63","45","45","45","45"
"499","Pignite","5","0","0","Fire Pig Pokémon","Fire","Fighting","1","55.5","90","93","55","70","55","55"
"500","Emboar","5","0","0","Mega Fire Pig Pokémon","Fire","Fighting","1.6","150","110","123","65","100","65","65"
"501","Oshawott","5","0","0","Sea Otter Pokémon","Water","","0.5","5.9","55","55","45","63","45","45"
"502","Dewott","5","0","0","Discipline Pokémon","Water","","0.8","24.5","75","75","60","83","60","60"
"503","Samurott","5","0","0","Formidable Pokémon","Water","","1.5","94.6","95","100","85","108","70","70"
"504","Patrat","5","0","0","Scout Pokémon","Normal","","0.5","11.6","45","55","39","35","39","42"
"505","Watchog","5","0","0","Lookout Pokémon","Normal","","1.1","27","60","85","69","60","69","77"
"506","Lillipup","5","0","0","Puppy Pokémon","Normal","","0.4","4.1","45","60","45","25","45","55"
"507","Herdier","5","0","0","Loyal Dog Pokémon","Normal","","0.9","14.7","65","80","65","35","65","60"
"508","Stoutland","5","0","0","Big-Hearted Pokémon","Normal","","1.2","61","85","110","90","45","90","80"
"509","Purrloin","5","0","0","Devious Pokémon","Dark","","0.4","10.1","41","50","37","50","37","66"
"510","Liepard","5","0","0","Cruel Pokémon","Dark","","1.1","37.5","64","88","50","88","50","106"
"511","Pansage","5","0","0","Grass Monkey Pokémon","Grass","","0.6","10.5","50","53","48","53","48","64"
"512","Simisage","5","0","0","Thorn Monkey Pokémon","Grass","","1.1","30.5","75","98","63","98","63","101"
"513","Pansear","5","0","0","High Temp Pokémon","Fire","","0.6","11","50","53","48","53","48","64"
"514","Simisear","5","0","0","Ember Pokémon","Fire","","1","28","75","98","63","98","63","101"
"515","Panpour","5","0","0","Spray Pokémon","Water","","0.6","13.5","50","53","48","53","48","64"
"516","Simipour","5","0","0","Geyser Pokémon","Water","","1","29","75","98","63","98","63","101"
"517","Munna","5","0","0","Dream Eater Pokémon","Psychic","","0.6","23.3","76","25","45","67","55","24"
"518","Musharna","5","0","0","Drowsing Pokémon","Psychic","","1.1","60.5","116","55","85","107","95","29"
"519","Pidove","5","0","0","Tiny Pigeon Pokémon","Normal","Flying","0.3","2.1","50","55","50","36","30","43"
"520","Tranquill","5","0","0","Wild Pigeon Pokémon","Normal","Flying","0.6","15","62","77","62","50","42","65"
"521","Unfezant","5","0","0","Proud Pokémon","Normal","Flying","1.2","29","80","115","80","65","55","93"
"522","Blitzle","5","0","0","Electrified Pokémon","Electric","","0.8","29.8","45","60","32","50","32","76"
"523","Zebstrika","5","0","0","Thunderbolt Pokémon","Electric","","1.6","79.5","75","100","63","80","63","116"
"524","Roggenrola","5","0","0","Mantle Pokémon","Rock","","0.4","18","55","75","85","25","25","15"
"525","Boldore","5","0","0","Ore Pokémon","Rock","","0.9","102","70","105","105","50","40","20"
"526","Gigalith","5","0","0","Compressed Pokémon","Rock","","1.7","260","85","135","130","60","80","25"
"527","Woobat","5","0","0","Bat Pokémon","Psychic","Flying","0.4","2.1","65","45","43","55","43","72"
"528","Swoobat","5","0","0","Courting Pokémon","Psychic","Flying","0.9","10.5","67","57","55","77","55","114"
"529","Drilbur","5","0","0","Mole Pokémon","Ground","","0.3","8.5","60","85","40","30","45","68"
"530","Excadrill","5","0","0","Subterrene Pokémon","Ground","Steel","0.7","40.4","110","135","60","50","65","88"
"531","Audino","5","0","0","Hearing Pokémon","Normal","","1.1","31","103","60","86","60","86","50"
"531","Mega Audino","5","0","0","Hearing Pokémon","Normal","Fairy","1.5","32","103","60","126","80","126","50"
"532","Timburr","5","0","0","Muscular Pokémon","Fighting","","0.6","12.5","75","80","55","25","35","35"
"533","Gurdurr","5","0","0","Muscular Pokémon","Fighting","","1.2","40","85","105","85","40","50","40"
"534","Conkeldurr","5","0","0","Muscular Pokémon","Fighting","","1.4","87","105","140","95","55","65","45"
"535","Tympole","5","0","0","Tadpole Pokémon","Water","","0.5","4.5","50","50","40","50","40","64"
"536","Palpitoad","5","0","0","Vibration Pokémon","Water","Ground","0.8","17","75","65","55","65","55","69"
"537","Seismitoad","5","0","0","Vibration Pokémon","Water","Ground","1.5","62","105","95","75","85","75","74"
"538","Throh","5","0","0","Judo Pokémon","Fighting","","1.3","55.5","120","100","85","30","85","45"
"539","Sawk","5","0","0","Karate Pokémon","Fighting","","1.4","51","75","125","75","30","75","85"
"540","Sewaddle","5","0","0","Sewing Pokémon","Bug","Grass","0.3","2.5","45","53","70","40","60","42"
"541","Swadloon","5","0","0","Leaf-Wrapped Pokémon","Bug","Grass","0.5","7.3","55","63","90","50","80","42"
"542","Leavanny","5","0","0","Nurturing Pokémon","Bug","Grass","1.2","20.5","75","103","80","70","80","92"
"543","Venipede","5","0","0","Centipede Pokémon","Bug","Poison","0.4","5.3","30","45","59","30","39","57"
"544","Whirlipede","5","0","0","Curlipede Pokémon","Bug","Poison","1.2","58.5","40","55","99","40","79","47"
"545","Scolipede","5","0","0","Megapede Pokémon","Bug","Poison","2.5","200.5","60","100","89","55","69","112"
"546","Cottonee","5","0","0","Cotton Puff Pokémon","Grass","Fairy","0.3","0.6","40","27","60","37","50","66"
"547","Whimsicott","5","0","0","Windveiled Pokémon","Grass","Fairy","0.7","6.6","60","67","85","77","75","116"
"548","Petilil","5","0","0","Bulb Pokémon","Grass","","0.5","6.6","45","35","50","70","50","30"
"549","Lilligant","5","0","0","Flowering Pokémon","Grass","","1.1","16.3","70","60","75","110","75","90"
"550","Basculin Red-Striped Form","5","0","0","Hostile Pokémon","Water","","1","18","70","92","65","80","55","98"
"550","Basculin Blue-Striped Form","5","0","0","Hostile Pokémon","Water","","1","18","70","92","65","80","55","98"
"551","Sandile","5","0","0","Desert Croc Pokémon","Ground","Dark","0.7","15.2","50","72","35","35","35","65"
"552","Krokorok","5","0","0","Desert Croc Pokémon","Ground","Dark","1","33.4","60","82","45","45","45","74"
"553","Krookodile","5","0","0","Intimidation Pokémon","Ground","Dark","1.5","96.3","95","117","80","65","70","92"
"554","Darumaka","5","0","0","Zen Charm Pokémon","Fire","","0.6","37.5","70","90","45","15","45","50"
"554","Galarian Darumaka","5","0","0","Zen Charm Pokémon","Ice","","0.7","40","70","90","45","15","45","50"
"555","Darmanitan Standard Mode","5","0","0","Blazing Pokémon","Fire","","1.3","92.9","105","140","55","30","55","95"
"555","Darmanitan Zen Mode","5","0","0","Blazing Pokémon","Fire","Psychic","1.3","92.9","105","30","105","140","105","55"
"555","Darmanitan Galarian Standard Mode","5","0","0","Zen Charm Pokémon","Ice","","1.7","120","105","140","55","30","55","95"
"555","Darmanitan Galarian Zen Mode","5","0","0","Zen Charm Pokémon","Ice","Fire","1.7","120","105","160","55","30","55","135"
"556","Maractus","5","0","0","Cactus Pokémon","Grass","","1","28","75","86","67","106","67","60"
"557","Dwebble","5","0","0","Rock Inn Pokémon","Bug","Rock","0.3","14.5","50","65","85","35","35","55"
"558","Crustle","5","0","0","Stone Home Pokémon","Bug","Rock","1.4","200","70","105","125","65","75","45"
"559","Scraggy","5","0","0","Shedding Pokémon","Dark","Fighting","0.6","11.8","50","75","70","35","70","48"
"560","Scrafty","5","0","0","Hoodlum Pokémon","Dark","Fighting","1.1","30","65","90","115","45","115","58"
"561","Sigilyph","5","0","0","Avianoid Pokémon","Psychic","Flying","1.4","14","72","58","80","103","80","97"
"562","Yamask","5","0","0","Spirit Pokémon","Ghost","","0.5","1.5","38","30","85","55","65","30"
"562","Galarian Yamask","5","0","0","Spirit Pokémon","Ground","Ghost","0.5","1.5","38","55","85","30","65","30"
"563","Cofagrigus","5","0","0","Coffin Pokémon","Ghost","","1.7","76.5","58","50","145","95","105","30"
"564","Tirtouga","5","0","0","Prototurtle Pokémon","Water","Rock","0.7","16.5","54","78","103","53","45","22"
"565","Carracosta","5","0","0","Prototurtle Pokémon","Water","Rock","1.2","81","74","108","133","83","65","32"
"566","Archen","5","0","0","First Bird Pokémon","Rock","Flying","0.5","9.5","55","112","45","74","45","70"
"567","Archeops","5","0","0","First Bird Pokémon","Rock","Flying","1.4","32","75","140","65","112","65","110"
"568","Trubbish","5","0","0","Trash Bag Pokémon","Poison","","0.6","31","50","50","62","40","62","65"
"569","Garbodor","5","0","0","Trash Heap Pokémon","Poison","","1.9","107.3","80","95","82","60","82","75"
"570","Zorua","5","0","0","Tricky Fox Pokémon","Dark","","0.7","12.5","40","65","40","80","40","65"
"571","Zoroark","5","0","0","Illusion Fox Pokémon","Dark","","1.6","81.1","60","105","60","120","60","105"
"572","Minccino","5","0","0","Chinchilla Pokémon","Normal","","0.4","5.8","55","50","40","40","40","75"
"573","Cinccino","5","0","0","Scarf Pokémon","Normal","","0.5","7.5","75","95","60","65","60","115"
"574","Gothita","5","0","0","Fixation Pokémon","Psychic","","0.4","5.8","45","30","50","55","65","45"
"575","Gothorita","5","0","0","Manipulate Pokémon","Psychic","","0.7","18","60","45","70","75","85","55"
"576","Gothitelle","5","0","0","Astral Body Pokémon","Psychic","","1.5","44","70","55","95","95","110","65"
"577","Solosis","5","0","0","Cell Pokémon","Psychic","","0.3","1","45","30","40","105","50","20"
"578","Duosion","5","0","0","Mitosis Pokémon","Psychic","","0.6","8","65","40","50","125","60","30"
"579","Reuniclus","5","0","0","Multiplying Pokémon","Psychic","","1","20.1","110","65","75","125","85","30"
"580","Ducklett","5","0","0","Water Bird Pokémon","Water","Flying","0.5","5.5","62","44","50","44","50","55"
"581","Swanna","5","0","0","White Bird Pokémon","Water","Flying","1.3","24.2","75","87","63","87","63","98"
"582","Vanillite","5","0","0","Fresh Snow Pokémon","Ice","","0.4","5.7","36","50","50","65","60","44"
"583","Vanillish","5","0","0","Icy Snow Pokémon","Ice","","1.1","41","51","65","65","80","75","59"
"584","Vanilluxe","5","0","0","Snowstorm Pokémon","Ice","","1.3","57.5","71","95","85","110","95","79"
"585","Deerling","5","0","0","Season Pokémon","Normal","Grass","0.6","19.5","60","60","50","40","50","75"
"586","Sawsbuck","5","0","0","Season Pokémon","Normal","Grass","1.9","92.5","80","100","70","60","70","95"
"587","Emolga","5","0","0","Sky Squirrel Pokémon","Electric","Flying","0.4","5","55","75","60","75","60","103"
"588","Karrablast","5","0","0","Clamping Pokémon","Bug","","0.5","5.9","50","75","45","40","45","60"
"589","Escavalier","5","0","0","Cavalry Pokémon","Bug","Steel","1","33","70","135","105","60","105","20"
"590","Foongus","5","0","0","Mushroom Pokémon","Grass","Poison","0.2","1","69","55","45","55","55","15"
"591","Amoonguss","5","0","0","Mushroom Pokémon","Grass","Poison","0.6","10.5","114","85","70","85","80","30"
"592","Frillish","5","0","0","Floating Pokémon","Water","Ghost","1.2","33","55","40","50","65","85","40"
"593","Jellicent","5","0","0","Floating Pokémon","Water","Ghost","2.2","135","100","60","70","85","105","60"
"594","Alomomola","5","0","0","Caring Pokémon","Water","","1.2","31.6","165","75","80","40","45","65"
"595","Joltik","5","0","0","Attaching Pokémon","Bug","Electric","0.1","0.6","50","47","50","57","50","65"
"596","Galvantula","5","0","0","EleSpider Pokémon","Bug","Electric","0.8","14.3","70","77","60","97","60","108"
"597","Ferroseed","5","0","0","Thorn Seed Pokémon","Grass","Steel","0.6","18.8","44","50","91","24","86","10"
"598","Ferrothorn","5","0","0","Thorn Pod Pokémon","Grass","Steel","1","110","74","94","131","54","116","20"
"599","Klink","5","0","0","Gear Pokémon","Steel","","0.3","21","40","55","70","45","60","30"
"600","Klang","5","0","0","Gear Pokémon","Steel","","0.6","51","60","80","95","70","85","50"
"601","Klinklang","5","0","0","Gear Pokémon","Steel","","0.6","81","60","100","115","70","85","90"
"602","Tynamo","5","0","0","EleFish Pokémon","Electric","","0.2","0.3","35","55","40","45","40","60"
"603","Eelektrik","5","0","0","EleFish Pokémon","Electric","","1.2","22","65","85","70","75","70","40"
"604","Eelektross","5","0","0","EleFish Pokémon","Electric","","2.1","80.5","85","115","80","105","80","50"
"605","Elgyem","5","0","0","Cerebral Pokémon","Psychic","","0.5","9","55","55","55","85","55","30"
"606","Beheeyem","5","0","0","Cerebral Pokémon","Psychic","","1","34.5","75","75","75","125","95","40"
"607","Litwick","5","0","0","Candle Pokémon","Ghost","Fire","0.3","3.1","50","30","55","65","55","20"
"608","Lampent","5","0","0","Lamp Pokémon","Ghost","Fire","0.6","13","60","40","60","95","60","55"
"609","Chandelure","5","0","0","Luring Pokémon","Ghost","Fire","1","34.3","60","55","90","145","90","80"
"610","Axew","5","0","0","Tusk Pokémon","Dragon","","0.6","18","46","87","60","30","40","57"
"611","Fraxure","5","0","0","Axe Jaw Pokémon","Dragon","","1","36","66","117","70","40","50","67"
"612","Haxorus","5","0","0","Axe Jaw Pokémon","Dragon","","1.8","105.5","76","147","90","60","70","97"
"613","Cubchoo","5","0","0","Chill Pokémon","Ice","","0.5","8.5","55","70","40","60","40","40"
"614","Beartic","5","0","0","Freezing Pokémon","Ice","","2.6","260","95","130","80","70","80","50"
"615","Cryogonal","5","0","0","Crystallizing Pokémon","Ice","","1.1","148","80","50","50","95","135","105"
"616","Shelmet","5","0","0","Snail Pokémon","Bug","","0.4","7.7","50","40","85","40","65","25"
"617","Accelgor","5","0","0","Shell Out Pokémon","Bug","","0.8","25.3","80","70","40","100","60","145"
"618","Stunfisk","5","0","0","Trap Pokémon","Ground","Electric","0.7","11","109","66","84","81","99","32"
"618","Galarian Stunfisk","5","0","0","Trap Pokémon","Ground","Steel","0.7","20.5","109","81","99","66","84","32"
"619","Mienfoo","5","0","0","Martial Arts Pokémon","Fighting","","0.9","20","45","85","50","55","50","65"
"620","Mienshao","5","0","0","Martial Arts Pokémon","Fighting","","1.4","35.5","65","125","60","95","60","105"
"621","Druddigon","5","0","0","Cave Pokémon","Dragon","","1.6","139","77","120","90","60","90","48"
"622","Golett","5","0","0","Automaton Pokémon","Ground","Ghost","1","92","59","74","50","35","50","35"
"623","Golurk","5","0","0","Automaton Pokémon","Ground","Ghost","2.8","330","89","124","80","55","80","55"
"624","Pawniard","5","0","0","Sharp Blade Pokémon","Dark","Steel","0.5","10.2","45","85","70","40","40","60"
"625","Bisharp","5","0","0","Sword Blade Pokémon","Dark","Steel","1.6","70","65","125","100","60","70","70"
"626","Bouffalant","5","0","0","Bash Buffalo Pokémon","Normal","","1.6","94.6","95","110","95","40","95","55"
"627","Rufflet","5","0","0","Eaglet Pokémon","Normal","Flying","0.5","10.5","70","83","50","37","50","60"
"628","Braviary","5","0","0","Valiant Pokémon","Normal","Flying","1.5","41","100","123","75","57","75","80"
"629","Vullaby","5","0","0","Diapered Pokémon","Dark","Flying","0.5","9","70","55","75","45","65","60"
"630","Mandibuzz","5","0","0","Bone Vulture Pokémon","Dark","Flying","1.2","39.5","110","65","105","55","95","80"
"631","Heatmor","5","0","0","Anteater Pokémon","Fire","","1.4","58","85","97","66","105","66","65"
"632","Durant","5","0","0","Iron Ant Pokémon","Bug","Steel","0.3","33","58","109","112","48","48","109"
"633","Deino","5","0","0","Irate Pokémon","Dark","Dragon","0.8","17.3","52","65","50","45","50","38"
"634","Zweilous","5","0","0","Hostile Pokémon","Dark","Dragon","1.4","50","72","85","70","65","70","58"
"635","Hydreigon","5","0","0","Brutal Pokémon","Dark","Dragon","1.8","160","92","105","90","125","90","98"
"636","Larvesta","5","0","0","Torch Pokémon","Bug","Fire","1.1","28.8","55","85","55","50","55","60"
"637","Volcarona","5","0","0","Sun Pokémon","Bug","Fire","1.6","46","85","60","65","135","105","100"
"638","Cobalion","5","0","0","Iron Will Pokémon","Steel","Fighting","2.1","250","91","90","129","90","72","108"
"639","Terrakion","5","0","0","Cavern Pokémon","Rock","Fighting","1.9","260","91","129","90","72","90","108"
"640","Virizion","5","0","0","Grassland Pokémon","Grass","Fighting","2","200","91","90","72","90","129","108"
"641","Tornadus Incarnate Forme","5","0","0","Cyclone Pokémon","Flying","","1.5","63","79","115","70","125","80","111"
"641","Tornadus Therian Forme","5","0","0","Cyclone Pokémon","Flying","","1.4","63","79","100","80","110","90","121"
"642","Thundurus Incarnate Forme","5","0","0","Bolt Strike Pokémon","Electric","Flying","1.5","61","79","115","70","125","80","111"
"642","Thundurus Therian Forme","5","0","0","Bolt Strike Pokémon","Electric","Flying","3","61","79","105","70","145","80","101"
"643","Reshiram","5","1","0","Vast White Pokémon","Dragon","Fire","3.2","330","100","120","100","150","120","90"
"644","Zekrom","5","1","0","Deep Black Pokémon","Dragon","Electric","2.9","345","100","150","120","120","100","90"
"645","Landorus Incarnate Forme","5","0","0","Abundance Pokémon","Ground","Flying","1.5","68","89","125","90","115","80","101"
"645","Landorus Therian Forme","5","0","0","Abundance Pokémon","Ground","Flying","1.3","68","89","145","90","105","80","91"
"646","Kyurem","5","1","0","Boundary Pokémon","Dragon","Ice","3","325","125","130","90","130","90","95"
"646","Black Kyurem","5","1","0","Boundary Pokémon","Dragon","Ice","3.3","325","125","170","100","120","90","95"
"646","White Kyurem","5","1","0","Boundary Pokémon","Dragon","Ice","3.6","325","125","120","90","170","100","95"
"647","Keldeo Ordinary Forme","5","0","1","Colt Pokémon","Water","Fighting","1.4","48.5","91","72","90","129","90","108"
"647","Keldeo Resolute Forme","5","0","1","Colt Pokémon","Water","Fighting","1.4","48.5","91","72","90","129","90","108"
"648","Meloetta Aria Forme","5","0","1","Melody Pokémon","Normal","Psychic","0.6","6.5","100","77","77","128","128","90"
"648","Meloetta Pirouette Forme","5","0","1","Melody Pokémon","Normal","Fighting","0.6","6.5","100","128","90","77","77","128"
"649","Genesect","5","0","1","Paleozoic Pokémon","Bug","Steel","1.5","82.5","71","120","95","120","95","99"
"650","Chespin","6","0","0","Spiny Nut Pokémon","Grass","","0.4","9","56","61","65","48","45","38"
"651","Quilladin","6","0","0","Spiny Armor Pokémon","Grass","","0.7","29","61","78","95","56","58","57"
"652","Chesnaught","6","0","0","Spiny Armor Pokémon","Grass","Fighting","1.6","90","88","107","122","74","75","64"
"653","Fennekin","6","0","0","Fox Pokémon","Fire","","0.4","9.4","40","45","40","62","60","60"
"654","Braixen","6","0","0","Fox Pokémon","Fire","","1","14.5","59","59","58","90","70","73"
"655","Delphox","6","0","0","Fox Pokémon","Fire","Psychic","1.5","39","75","69","72","114","100","104"
"656","Froakie","6","0","0","Bubble Frog Pokémon","Water","","0.3","7","41","56","40","62","44","71"
"657","Frogadier","6","0","0","Bubble Frog Pokémon","Water","","0.6","10.9","54","63","52","83","56","97"
"658","Greninja","6","0","0","Ninja Pokémon","Water","Dark","1.5","40","72","95","67","103","71","122"
"658","Ash-Greninja","6","0","0","Ninja Pokémon","Water","Dark","1.5","40","72","145","67","153","71","132"
"659","Bunnelby","6","0","0","Digging Pokémon","Normal","","0.4","5","38","36","38","32","36","57"
"660","Diggersby","6","0","0","Digging Pokémon","Normal","Ground","1","42.4","85","56","77","50","77","78"
"661","Fletchling","6","0","0","Tiny Robin Pokémon","Normal","Flying","0.3","1.7","45","50","43","40","38","62"
"662","Fletchinder","6","0","0","Ember Pokémon","Fire","Flying","0.7","16","62","73","55","56","52","84"
"663","Talonflame","6","0","0","Scorching Pokémon","Fire","Flying","1.2","24.5","78","81","71","74","69","126"
"664","Scatterbug","6","0","0","Scatterdust Pokémon","Bug","","0.3","2.5","38","35","40","27","25","35"
"665","Spewpa","6","0","0","Scatterdust Pokémon","Bug","","0.3","8.4","45","22","60","27","30","29"
"666","Vivillon","6","0","0","Scale Pokémon","Bug","Flying","1.2","17","80","52","50","90","50","89"
"667","Litleo","6","0","0","Lion Cub Pokémon","Fire","Normal","0.6","13.5","62","50","58","73","54","72"
"668","Pyroar","6","0","0","Royal Pokémon","Fire","Normal","1.5","81.5","86","68","72","109","66","106"
"669","Flabébé","6","0","0","Single Bloom Pokémon","Fairy","","0.1","0.1","44","38","39","61","79","42"
"670","Floette","6","0","0","Single Bloom Pokémon","Fairy","","0.2","0.9","54","45","47","75","98","52"
"671","Florges","6","0","0","Garden Pokémon","Fairy","","1.1","10","78","65","68","112","154","75"
"672","Skiddo","6","0","0","Mount Pokémon","Grass","","0.9","31","66","65","48","62","57","52"
"673","Gogoat","6","0","0","Mount Pokémon","Grass","","1.7","91","123","100","62","97","81","68"
"674","Pancham","6","0","0","Playful Pokémon","Fighting","","0.6","8","67","82","62","46","48","43"
"675","Pangoro","6","0","0","Daunting Pokémon","Fighting","Dark","2.1","136","95","124","78","69","71","58"
"676","Furfrou","6","0","0","Poodle Pokémon","Normal","","1.2","28","75","80","60","65","90","102"
"677","Espurr","6","0","0","Restraint Pokémon","Psychic","","0.3","3.5","62","48","54","63","60","68"
"678","Meowstic Male","6","0","0","Constraint Pokémon","Psychic","","0.6","8.5","74","48","76","83","81","104"
"678","Meowstic Female","6","0","0","Constraint Pokémon","Psychic","","0.6","8.5","74","48","76","83","81","104"
"679","Honedge","6","0","0","Sword Pokémon","Steel","Ghost","0.8","2","45","80","100","35","37","28"
"680","Doublade","6","0","0","Sword Pokémon","Steel","Ghost","0.8","4.5","59","110","150","45","49","35"
"681","Aegislash Blade Forme","6","0","0","Royal Sword Pokémon","Steel","Ghost","1.7","53","60","150","50","150","50","60"
"681","Aegislash Shield Forme","6","0","0","Royal Sword Pokémon","Steel","Ghost","1.7","53","60","50","150","50","150","60"
"682","Spritzee","6","0","0","Perfume Pokémon","Fairy","","0.2","0.5","78","52","60","63","65","23"
"683","Aromatisse","6","0","0","Fragrance Pokémon","Fairy","","0.8","15.5","101","72","72","99","89","29"
"684","Swirlix","6","0","0","Cotton Candy Pokémon","Fairy","","0.4","3.5","62","48","66","59","57","49"
